cfg,val_fp,val_pct_mean,test_fp,test_pct_mean,test_pct_max,test_pct_q90,n_tied_at_min,seconds,design,method,replicate,fit_files,val_files,test_files,test_windows
"(200, 0.5)",0.047619047619047616,0.5792031098153547,0.07142857142857142,0.641399416909621,0.9795918367346939,0.9591836734693877,2,1.0347395000003416,A,forest,98,7,3,2,14
"(200, 0.5)",0.0,0.5228377065111759,0.0,0.6268221574344024,0.9795918367346939,0.9469387755102041,6,1.024447599999803,A,forest,99,7,3,2,14
"(200, 0.5)",0.0,0.39067055393586003,0.07142857142857142,0.6224489795918368,0.9795918367346939,0.9387755102040817,6,1.039361000000099,A,forest,100,7,3,2,14
"(200, 0.5)",0.0,0.434402332361516,0.0,0.6078717201166179,0.9591836734693877,0.9061224489795919,4,1.092964800000118,A,forest,101,7,3,2,14
"(200, 0.5)",0.0,0.5325558794946549,0.0,0.642857142857143,0.9795918367346939,0.9530612244897959,6,1.0475523999998586,A,forest,102,7,3,2,14
"(200, 0.5)",0.0,0.6715257531584062,0.0,0.706997084548105,0.9795918367346939,0.9530612244897959,1,1.041750299999876,A,forest,103,7,3,2,14
"(200, 0.5)",0.0,0.6190476190476191,0.0,0.6341107871720117,0.9387755102040817,0.8979591836734694,6,1.0587354999997842,A,forest,104,7,3,2,14
"(200, 0.5)",0.0,0.38483965014577254,0.0,0.6209912536443151,0.9795918367346939,0.9183673469387755,6,1.0530125999998745,A,forest,105,7,3,2,14
"(200, 0.5)",0.0,0.4849368318756073,0.0,0.607871720116618,0.9795918367346939,0.9551020408163265,6,1.0320732000000135,A,forest,106,7,3,2,14
"(200, 0.5)",0.0,0.46744412050534506,0.0,0.6209912536443147,0.9795918367346939,0.9387755102040817,6,1.0670916999997644,A,forest,107,7,3,2,14
"(200, 0.5)",0.0,0.3819241982507289,0.07142857142857142,0.6122448979591836,1.0,0.9326530612244899,6,1.0528866999998172,A,forest,108,7,3,2,14
"(100, 0.5)",0.0,0.5850340136054422,0.07142857142857142,0.6632653061224489,0.9795918367346939,0.9489795918367347,1,1.0650406999998268,A,forest,109,7,3,2,14
"(200, 0.5)",0.0,0.6608357628765792,0.0,0.6793002915451893,0.9387755102040817,0.9387755102040817,5,1.0427009999998518,A,forest,110,7,3,2,14
"(200, 0.5)",0.0,0.5364431486880464,0.07142857142857142,0.6457725947521865,0.9795918367346939,0.9183673469387755,6,1.1003304999999273,A,forest,111,7,3,2,14
"(200, 0.5)",0.0,0.5179786200194363,0.07142857142857142,0.6370262390670555,0.9795918367346939,0.942857142857143,6,1.065428299999894,A,forest,112,7,3,2,14
"(200, 0.8)",0.047619047619047616,0.6686103012633624,0.07142857142857142,0.6967930029154518,1.0,0.9591836734693877,3,1.0671437999999398,A,forest,113,7,3,2,14
