n_train,n_train_actual,repeat,threshold,test_fp,test_pct_mean,variant
10,10,122,0.5558921452529965,0.07142857142857142,0.7928571428571429,V1_window
10,10,123,0.5376312601772995,0.0,0.6571428571428571,V1_window
10,10,124,0.5277867304658116,0.0,0.5999999999999999,V1_window
10,10,125,0.5282039997797806,0.2857142857142857,0.6642857142857144,V1_window
10,10,126,0.5654413853138335,0.0,0.6428571428571427,V1_window
10,10,127,0.5472628240681227,0.0,0.7642857142857142,V1_window
10,10,128,0.5420688433680765,0.14285714285714285,0.7071428571428572,V1_window
10,10,129,0.5353317660572945,0.0,0.5928571428571429,V1_window
10,10,130,0.5300950601492945,0.0,0.5499999999999999,V1_window
10,10,131,0.5612087425097866,0.0,0.5785714285714285,V1_window
10,10,132,0.5441409437401585,0.0,0.5928571428571427,V1_window
10,10,133,0.52773186007666,0.0,0.6785714285714287,V1_window
10,10,134,0.5821592234063977,0.0,0.7000000000000001,V1_window
10,10,135,0.541262116690843,0.0,0.6,V1_window
10,10,136,0.5029722402886183,0.35714285714285715,0.7142857142857143,V1_window
10,10,137,0.5193621467031542,0.07142857142857142,0.692857142857143,V1_window
10,10,138,0.5343012736915425,0.0,0.6571428571428573,V1_window
10,10,139,0.5395420850364211,0.0,0.6428571428571429,V1_window
10,10,140,0.533192572535694,0.0,0.5857142857142857,V1_window
10,10,141,0.5319805168055711,0.2857142857142857,0.7714285714285714,V1_window
10,10,142,0.5100950754357273,0.35714285714285715,0.7499999999999999,V1_window
10,10,143,0.5230214324968122,0.21428571428571427,0.6714285714285714,V1_window
10,10,144,0.5204626222491125,0.07142857142857142,0.6,V1_window
10,10,145,0.5354311873643998,0.0,0.6285714285714287,V1_window
10,10,146,0.5289589048420974,0.07142857142857142,0.6714285714285715,V1_window
10,10,147,0.5500601314063063,0.0,0.6571428571428573,V1_window
10,10,148,0.5150148457411272,0.35714285714285715,0.7071428571428572,V1_window
10,10,149,0.5292856715765623,0.0,0.6785714285714287,V1_window
20,20,0,0.5816167672743561,0.0,0.5928571428571429,V1_window
20,20,1,0.5827774834622164,0.0,0.6821428571428572,V1_window
20,20,2,0.6009875267548576,0.0,0.6607142857142856,V1_window
20,20,3,0.5701321056638567,0.07142857142857142,0.7214285714285715,V1_window
20,20,4,0.5763335302135285,0.0,0.5607142857142857,V1_window
20,20,5,0.5693182530550587,0.0,0.6071428571428571,V1_window
20,20,6,0.5636681526849554,0.0,0.5857142857142856,V1_window
